,goto,lats,lons,severity,time
2353,False,53.79687017608264,-1.5237217133524865,2,17740
2355,False,53.82755762608805,-1.4585468680579858,3,17742
2356,False,53.82755762608805,-1.4585468680579858,3,17742
2354,False,53.82755762608805,-1.4585468680579858,3,17742
2360,False,53.73186924417439,-1.5127845845209071,3,17744
2361,False,53.73186924417439,-1.5127845845209071,3,17744
2357,False,53.85451416397079,-1.5338767183228923,3,17745
2358,False,53.85451416397079,-1.5338767183228923,3,17745
2359,False,53.85451416397079,-1.5338767183228923,4,17745
2145,False,53.73870228352885,-1.5406313508159868,2,17746
2362,False,53.88862692965189,-1.4419501054461599,2,17750
2363,False,53.81150294606782,-1.5375733701681842,3,17784
2366,False,53.872404591956744,-1.709309332886431,3,17786
2367,False,53.872404591956744,-1.709309332886431,3,17786
2364,False,53.773258652255905,-1.5469608189173765,3,17792
2365,False,53.773258652255905,-1.5469608189173765,3,17792
2368,False,53.854886524982795,-1.6807284520899854,3,17822
2369,False,53.72169672705016,-1.5477270056625574,3,17830
2547,False,53.864331596791075,-1.6976263349581149,3,17840
2546,False,53.864331596791075,-1.6976263349581149,4,17840
2370,False,53.80076268899219,-1.5495037911876686,4,17842
2372,False,53.7789754917844,-1.5446989026373108,4,17843
2373,False,53.75095768605585,-1.633322298340144,4,17869
2374,False,53.74289165322058,-1.6038871955671596,3,17870
2375,False,53.755975233536184,-1.4425716353454925,2,17871
2376,False,53.79616385827883,-1.5624722948494134,3,17871
2378,False,53.78491996509615,-1.557611090837924,3,17875
2379,False,53.796459012483346,-1.5620745094289599,5,17881
2380,False,53.796459012483346,-1.5620745094289599,5,17881
2381,False,53.813590788113814,-1.631849807712685,3,17886
2371,False,53.82698827046351,-1.5661925468403426,3,17886
2382,False,53.856367501196225,-1.5007894752256712,3,17888
2383,False,53.7961820820121,-1.547989181334442,2,17888
2384,False,53.902457779073856,-1.7084008287230097,3,17888
2385,False,53.83602565178429,-1.644068038246406,2,17892
2387,False,53.7908138817478,-1.5570026616806367,2,17919
2388,False,53.81726861944316,-1.6474013422191862,2,17920
2377,False,53.80354792304314,-1.519121265200671,3,17922
2389,False,53.7971519742817,-1.5903202516332602,3,17922
2391,False,53.79934500404457,-1.609170587213756,2,17933
2386,False,53.824453426073916,-1.6675000845811756,3,17940
2390,False,53.80709091108909,-1.4426381783750255,4,17941
2395,False,53.803119053849024,-1.5451359890733405,3,17948
2392,False,53.80514091774683,-1.6373750019182365,3,17968
2393,False,53.86186213186264,-1.5663490697976286,5,17969
2394,False,53.72802333184192,-1.56443761598372,3,17973
2396,False,53.77150500567302,-1.5490886481767465,3,17980
2397,False,53.83649464305198,-1.618261604392749,3,17983
2398,False,53.81481629344069,-1.6448247717933957,2,17987
2400,False,53.81955356170987,-1.4924320375197169,3,18007
2401,False,53.81955356170987,-1.4924320375197169,3,18007
2402,False,53.81955356170987,-1.4924320375197169,3,18007
2399,False,53.81955356170987,-1.4924320375197169,3,18007
2403,False,53.79724064202493,-1.5403566165465294,2,18024
2404,False,53.81970749611662,-1.6276038714536691,2,18032
2405,False,53.79374943481876,-1.4438927977426614,4,18039
2406,False,53.800567995990185,-1.5408212851207583,3,18051
2407,False,53.79773123617606,-1.6837888045315632,3,18076
2408,False,53.79773123617606,-1.6837888045315632,3,18076
2409,False,53.80501835435114,-1.5702912657065728,3,18077
2410,False,53.814290719008014,-1.5020031833683725,4,18080
2411,False,53.798532391318766,-1.4422354212906034,5,18110
2412,False,53.7692336884005,-1.564405882223567,3,18111
2413,False,53.81044971002162,-1.523370454637345,3,18112
2415,False,53.81262205645915,-1.5341135616738137,2,18126
2416,False,53.75914272593271,-1.6323106492518895,3,18129
2417,False,53.81254839863383,-1.4980144014565804,3,18131
2418,False,53.81254839863383,-1.4980144014565804,3,18131
2419,False,53.81254839863383,-1.4980144014565804,3,18131
2420,False,53.81254839863383,-1.4980144014565804,3,18131
2421,False,53.81254839863383,-1.4980144014565804,3,18131
2422,False,53.80104851195368,-1.6641930386242103,3,18132
2423,False,53.77815058764746,-1.5198515555717707,3,18136
2424,False,53.81749526677332,-1.6389847823303827,3,18160
2430,False,53.80057312593571,-1.5973165757722878,4,18169
2431,False,53.80057312593571,-1.5973165757722878,4,18169
2432,False,53.80405769525926,-1.5229873881982456,2,18171
2433,False,53.794691106459474,-1.5341603749182586,4,18177
2434,False,53.77708814411379,-1.569074180998004,3,18179
2435,False,53.79375677782322,-1.5296621428193504,3,18180
2436,False,53.76950875057078,-1.518781898197186,2,18194
2428,False,53.781609085723055,-1.5591634944355888,3,18211
2427,False,53.781609085723055,-1.5591634944355888,3,18211
2429,False,53.781609085723055,-1.5591634944355888,3,18211
2426,False,53.781609085723055,-1.5591634944355888,3,18211
2414,False,53.80542851214053,-1.5310045007714084,4,18223
2437,False,53.7468039277793,-1.6479001477906225,3,18231
2438,False,53.78081749532483,-1.5237212934685664,3,18235
2439,False,53.86615368481665,-1.4750954783863646,3,18254
2440,False,53.86615368481665,-1.4750954783863646,3,18254
2441,False,53.74692635548862,-1.6259879330393967,3,18257
2443,False,53.796477487079954,-1.5359016306995066,2,18270
2444,False,53.78822801787446,-1.5700984774731306,3,18276
2445,False,53.78822801787446,-1.5700984774731306,3,18276
2448,False,53.80903819258978,-1.4676844062433627,3,18301
2450,False,53.73347710635284,-1.5638810389214342,3,18304
2451,False,53.79892688187637,-1.6640277888044466,2,18305
2452,False,53.80098963008498,-1.554921691300842,3,18311
2453,False,53.88359606094901,-1.652381362588602,3,18314
2456,False,53.77554431851746,-1.5452974473096284,2,18314
2461,False,53.797318480439124,-1.463809596051701,5,18317
2458,False,53.797318480439124,-1.463809596051701,5,18317
2460,False,53.797318480439124,-1.463809596051701,5,18317
2457,False,53.797318480439124,-1.463809596051701,5,18317
2459,False,53.797318480439124,-1.463809596051701,5,18317
2483,False,53.75061419542406,-1.4494667809903976,3,18318
2454,False,53.84591973952765,-1.5042271597946602,2,18318
2455,False,53.84591973952765,-1.5042271597946602,3,18318
2462,False,53.79728269369244,-1.6610501442229422,2,18320
2447,False,53.80475657999186,-1.6825516150641189,3,18321
2463,False,53.72911566993206,-1.5119979188027795,3,18321
2446,False,53.80475657999186,-1.6825516150641189,3,18321
2465,False,53.813155009605985,-1.5121618395873515,2,18329
2466,False,53.79556238849649,-1.5410125598951003,3,18335
2470,False,53.812653069774406,-1.5589746950955385,3,18338
2471,False,53.812653069774406,-1.5589746950955385,3,18338
2469,False,53.812653069774406,-1.5589746950955385,3,18338
2472,False,53.83009837097692,-1.5687585236825448,3,18356
2473,False,53.83967510166281,-1.5432508247069059,3,18358
2468,False,53.8010988911218,-1.5225502758034537,2,18383
2467,False,53.8010988911218,-1.5225502758034537,2,18383
2449,False,53.80490891490112,-1.5430970993436965,3,18399
2464,False,53.82146121479073,-1.4950825124004334,4,18419
2476,False,53.79344503727678,-1.5971419235664657,4,18422
2477,False,53.79344503727678,-1.5971419235664657,4,18422
2475,False,53.79344503727678,-1.5971419235664657,3,18422
2478,False,53.738014999277816,-1.5122587391296007,3,18443
2479,False,53.738014999277816,-1.5122587391296007,3,18443
2480,False,53.7331705585223,-1.5538492517378186,4,18447
2481,False,53.7331705585223,-1.5538492517378186,4,18447
2482,False,53.7331705585223,-1.5538492517378186,4,18447
2491,False,53.769149447493724,-1.5166013043794209,3,18499
2484,False,53.80960593015277,-1.5259161049603198,2,18505
2485,False,53.784376494898545,-1.5763755674376048,3,18506
2487,False,53.79646996663814,-1.536281248130872,2,18508
2486,False,53.818311839509185,-1.5182688312390096,3,18509
2488,False,53.733576302388244,-1.5215417548023313,3,18512
2490,False,53.7329020321762,-1.5125755886305194,3,18516
2489,False,53.7329020321762,-1.5125755886305194,3,18516
2492,False,53.805078132187695,-1.4787585143828559,3,18523
2493,False,53.82933965843073,-1.4551054022912933,4,18524
2494,False,53.82933965843073,-1.4551054022912933,4,18524
2495,False,53.793735814603174,-1.531195597047086,3,18546
2496,False,53.793735814603174,-1.531195597047086,3,18546
2497,False,53.81358465890838,-1.5581144186269533,3,18553
2498,False,53.8040467353428,-1.5432734928137863,3,18553
2499,False,53.8040467353428,-1.5432734928137863,3,18553
2500,False,53.86558305226304,-1.6844790697666054,3,18556
2474,False,53.775125112157895,-1.5833119859690636,3,18566
2501,False,53.80615777061134,-1.5747591539199077,3,18567
2502,False,53.77636376230382,-1.4337130454715747,3,18568
2503,False,53.72445721059553,-1.5180230714062393,4,18590
2504,False,53.72445721059553,-1.5180230714062393,4,18590
2505,False,53.72445721059553,-1.5180230714062393,4,18590
2506,False,53.72445721059553,-1.5180230714062393,4,18590
2507,False,53.80627720173124,-1.3605739279033258,3,18593
2508,False,53.762073533975794,-1.4963864225300667,3,18598
2509,False,53.79725838474524,-1.5402956960100718,2,18601
2510,False,53.79725838474524,-1.5402956960100718,2,18601
2511,False,53.844396640612395,-1.342453966444205,2,18610
2512,False,53.804634803500605,-1.5761715109870167,3,18640
2513,False,53.78430889624981,-1.5292972644461256,3,18655
2514,False,53.805775167782556,-1.5809735711038468,3,18671
2515,False,53.80503750911636,-1.3606990756746171,3,18696
2516,False,53.88131994430498,-1.7282473442293607,4,18751
2517,False,53.88131994430498,-1.7282473442293607,3,18751
2518,False,53.8596832480204,-1.455121950439916,3,18789
2548,False,53.799247879130206,-1.5881894906719265,3,18803
2519,False,53.791119735633195,-1.6143472749778254,3,18803
2520,False,53.77302033246234,-1.5651405210714642,2,18807
2522,False,53.74982785002114,-1.6371535836447275,3,18812
2523,False,53.74982785002114,-1.6371535836447275,3,18812
2521,False,53.74982785002114,-1.6371535836447275,3,18812
2524,False,53.79250969196792,-1.4969784456562274,6,18815
2525,False,53.79250969196792,-1.4969784456562274,7,18815
2526,False,53.81775358956667,-1.6966096167566351,2,18878
2527,False,53.740686667758474,-1.5976160073524448,3,18887
2528,False,53.740686667758474,-1.5976160073524448,3,18887
2530,False,53.80407518763987,-1.5228657166884967,3,18890
2531,False,53.80407518763987,-1.5228657166884967,3,18890
2529,False,53.80407518763987,-1.5228657166884967,3,18890
2532,False,53.80407518763987,-1.5228657166884967,3,18890
2533,False,53.803013901565784,-1.391568272235103,3,18935
2534,False,53.77115605039857,-1.5843678063610525,2,18935
2536,False,53.86652112308466,-1.6857493752543853,2,18939
2535,False,53.80980714634444,-1.5903336243116697,3,18940
2537,False,53.89162122787638,-1.6338885138215196,3,18943
2538,False,53.79611206656238,-1.5484909146886394,2,18946
2539,False,53.79746847340399,-1.4415208050843455,4,18951
2540,False,53.80125773985565,-1.5819902984425678,5,18990
2541,False,53.81533762883348,-1.5321089968231083,3,19003
2542,False,53.73238630732668,-1.5780501347950366,3,19035
2543,False,53.80498334210453,-1.3606543456116713,3,19038
2544,False,53.80398899311941,-1.6398751160053933,3,19045
2545,False,53.74497700808776,-1.5905395178904862,3,19051
